36,36,0,16,41,1,7,150,5
445,36,1,16,41,1,7,150,5
848,36,2,16,41,1,7,150,5
1253,36,3,16,41,1,7,150,5
1650,36,4,16,41,1,7,150,5
2057,36,5,16,41,1,7,150,5
2459,36,6,16,41,1,7,150,5
2868,36,7,16,41,1,7,150,5
3272,36,8,16,41,1,7,148,5
3685,36,9,16,41,1,7,148,5
4090,36,10,16,41,1,7,148,5
18432,36,75,16,41,1,7,148,5
18753,36,76,16,41,1,7,148,5
19093,36,77,16,41,1,7,148,5
20504,36,81,16,41,1,7,148,5
20874,36,82,16,41,1,7,44,5
21246,36,83,16,41,1,7,44,5
21616,36,84,16,41,1,7,44,5
21990,36,85,16,41,1,7,44,5
22386,36,86,16,41,1,7,44,5
22779,36,87,16,41,1,7,44,5
23180,36,88,16,41,1,7,44,5
23587,36,89,16,41,1,7,44,5
24007,36,90,16,41,1,7,148,5
24437,36,91,16,41,1,7,148,5
24869,36,92,16,41,1,7,148,5
25305,36,93,16,41,1,7,148,5
25748,36,94,16,41,1,7,148,5
49806,36,146,16,41,1,7,148,5
50286,36,147,16,41,1,7,148,5
50751,36,148,16,41,1,7,148,5
51192,36,149,16,41,1,7,148,5
51617,36,150,16,41,1,7,148,5
52026,36,151,16,41,1,7,148,5
52418,36,152,16,41,1,7,148,5
52792,36,153,16,41,1,7,148,5
53150,36,154,16,41,1,7,148,5
53482,36,155,16,41,1,7,148,5
53792,36,156,16,41,1,7,148,5
54079,36,157,16,41,1,7,148,5
54346,36,158,16,41,1,7,148,5
64537,36,229,16,41,1,7,148,5
68629,36,245,16,41,1,7,148,5
68903,36,246,16,41,1,7,148,5
69188,36,247,16,41,1,7,148,5
69485,36,248,16,41,1,7,148,5
69787,36,249,16,41,1,7,148,5
70089,36,250,16,41,1,7,148,5
70382,36,251,16,41,1,7,148,5
70667,36,252,16,41,1,7,148,5
70943,36,253,16,41,1,7,148,5
72639,36,259,16,41,1,7,148,5
72967,36,260,16,41,1,7,148,5
73312,36,261,16,41,1,7,148,5
73661,36,262,16,41,1,7,148,5
74016,36,263,16,41,1,7,148,5
74402,36,264,16,41,1,7,148,5
74791,36,265,16,41,1,7,148,5
75199,36,266,16,41,1,7,148,5
75623,36,267,16,41,1,7,148,5
76060,36,268,16,42,1,7,148,5
76532,36,269,16,42,1,7,148,5
77018,36,270,16,42,1,7,148,5
77515,36,271,16,42,1,7,148,5
80712,36,277,16,42,1,7,148,5
81282,36,278,16,42,1,7,148,5
81848,36,279,16,42,1,7,148,5
82409,36,280,16,42,1,7,148,5
82980,36,281,16,42,1,7,148,5
83560,36,282,16,42,1,7,148,5
84133,36,283,16,42,1,7,98,5
84713,36,284,16,42,1,7,18,5
85293,36,285,16,42,1,7,18,5
85859,36,286,16,42,1,7,18,5
86408,36,287,16,42,1,7,18,5
86958,36,288,16,42,1,7,18,5
87491,36,289,16,42,1,7,18,5
88010,36,290,16,42,1,7,148,5
88513,36,291,16,42,1,7,18,5
89013,36,292,16,42,1,7,18,5
89485,36,293,16,42,1,7,18,5
89940,36,294,16,42,1,7,18,5
90361,36,295,16,42,1,7,18,5
90782,36,296,16,42,1,7,148,5
91179,36,297,16,42,1,7,148,5
91552,36,298,16,42,1,7,148,5
91897,36,299,16,42,1,7,148,5
92219,36,300,16,42,1,7,148,5
92516,36,301,16,42,1,7,148,5
103824,36,377,16,42,1,7,148,5
104481,36,380,16,42,1,7,148,5
106141,36,387,16,42,1,7,128,5
106386,36,388,16,42,1,7,128,5
106644,36,389,16,42,1,7,158,5
111028,36,406,16,42,1,7,136,5
111362,36,407,16,42,1,7,136,5
111716,36,408,16,42,1,7,136,5
112090,36,409,16,42,1,7,136,5
112500,36,410,16,42,1,7,135,5
112922,36,411,16,42,1,7,135,5
113359,36,412,16,42,1,7,62,5
113810,36,413,16,42,1,7,148,5
114268,36,414,16,42,1,7,148,5
114743,36,415,16,42,1,7,148,5
115224,36,416,16,42,1,7,148,5
115731,36,417,16,42,1,7,148,5
116238,36,418,16,42,1,7,148,5
116769,36,419,16,42,1,7,148,5
117313,36,420,16,42,1,7,148,5
117849,36,421,16,42,1,7,148,5
118410,36,422,16,42,1,7,148,5
126005,36,436,16,42,1,7,148,5
126453,36,437,16,42,1,7,148,5
126876,36,438,16,42,1,7,148,5
127286,36,439,16,42,1,7,148,5
127660,36,440,16,42,1,7,148,5
128004,36,441,16,42,1,7,148,5
128329,36,442,16,42,1,7,148,5
128637,36,443,16,42,1,7,148,5
128926,36,444,16,42,1,7,148,5
129202,36,445,16,42,1,7,148,5
129466,36,446,16,42,1,7,148,5
129711,36,447,16,42,1,7,148,5
129942,36,448,16,42,1,7,148,5
130162,36,449,16,42,1,7,148,5
130370,36,450,16,42,1,7,148,5
130562,36,451,16,42,1,7,148,5
130749,36,452,16,42,1,7,148,5
130921,36,453,16,42,1,7,148,5
131086,36,454,16,43,1,7,148,5
131243,36,455,16,43,1,7,148,5
131386,36,456,16,43,1,7,148,5
131523,36,457,16,43,1,7,148,5
132472,36,466,16,43,1,7,148,5
132558,36,467,16,43,1,7,148,5
132642,36,468,16,43,1,7,148,5
136592,36,505,16,43,1,7,148,5
136790,36,506,16,43,1,7,148,5
137001,36,507,16,43,1,7,148,5
137912,36,511,16,43,1,7,148,5
138149,36,512,16,43,1,7,148,5
138379,36,513,16,43,1,7,148,5
138606,36,514,16,43,1,7,148,5
138838,36,515,16,43,1,7,148,5
139071,36,516,16,43,1,7,148,5
139303,36,517,16,43,1,7,148,5
141944,36,528,16,43,1,7,148,5
142192,36,529,16,43,1,7,148,5
142446,36,530,16,43,1,7,148,5
142699,36,531,16,43,1,7,148,5
142949,36,532,16,43,1,7,148,5
146554,36,546,16,43,1,7,148,5
146834,36,547,16,43,1,7,148,5
147122,36,548,16,43,1,7,148,5
147428,36,549,16,43,1,7,148,5
150098,36,557,16,43,1,7,148,5
150565,36,558,16,43,1,7,148,5
151031,36,559,16,43,1,7,148,5
151512,36,560,16,43,1,7,148,5
152013,36,561,16,43,1,7,148,5
152524,36,562,16,43,1,7,148,5
153032,36,563,16,43,1,7,148,5
153556,36,564,16,43,1,7,148,5
154095,36,565,16,43,1,7,148,5
154647,36,566,16,43,1,7,148,5
155205,36,567,16,43,1,7,148,5
160242,36,576,16,43,1,7,148,5
160772,36,577,16,43,1,7,148,5
161280,36,579,16,43,1,7,148,5
161748,36,580,16,43,1,7,148,5
162192,36,581,16,43,1,7,148,5
162598,36,582,16,43,1,7,148,5
162993,36,583,16,43,1,7,148,5
163352,36,584,16,43,1,7,148,5
163690,36,585,16,43,1,7,148,5
164007,36,586,16,43,1,7,148,5
164316,36,587,16,43,1,7,148,5
164604,36,588,16,43,1,7,148,5
165613,36,681,16,43,1,7,148,5
166306,36,684,16,43,1,7,148,5
166533,36,685,16,43,1,7,148,5
166757,36,686,16,43,1,7,112,5
166984,36,687,16,43,1,7,112,5
169778,36,698,16,43,1,7,112,5
170112,36,699,16,43,1,7,112,5
170456,36,700,16,43,1,7,112,5
172441,36,705,16,43,1,7,148,5
172871,36,706,16,43,1,7,148,5
173315,36,707,16,43,1,7,148,5
173767,36,708,16,43,1,7,148,5
174221,36,709,16,43,1,7,148,5
174690,36,710,16,43,1,7,148,5
175167,36,711,16,43,1,7,112,5
175664,36,712,16,43,1,7,112,5
176163,36,713,16,43,1,7,38,5
176663,36,714,16,43,1,7,146,5
