41,41,0,5,53,1,7,4,6
449,41,1,5,53,1,7,4,6
851,41,2,5,53,1,7,4,6
1256,41,3,5,53,1,7,4,6
1654,41,4,5,53,1,7,4,6
37069,41,121,5,53,1,7,135,6
37499,41,122,5,53,1,7,151,6
37936,41,123,5,53,1,7,151,6
38378,41,124,5,53,1,7,151,6
38820,41,125,5,53,1,7,151,6
39274,41,126,5,53,1,7,151,6
39741,41,127,5,53,1,7,151,6
40241,41,128,5,53,1,7,151,6
40741,41,129,5,53,1,7,151,6
41250,41,130,5,53,1,7,151,6
41766,41,131,5,53,1,7,151,6
42300,41,132,5,53,1,7,151,6
42837,41,133,5,53,1,7,151,6
43393,41,134,5,53,1,7,151,6
43942,41,135,5,53,1,7,62,6
44494,41,136,5,53,1,7,59,6
45034,41,137,5,53,1,7,4,6
45570,41,138,5,53,1,7,4,6
46108,41,139,5,53,1,7,4,6
46658,41,140,5,53,1,7,4,6
47209,41,141,5,53,1,7,4,6
47744,41,142,5,53,1,7,4,6
48285,41,143,5,53,1,7,4,6
48812,41,144,5,53,1,7,4,6
49330,41,145,5,53,1,7,4,6
49815,41,146,5,53,1,7,112,6
52424,41,152,5,53,1,7,151,6
52799,41,153,5,53,1,7,151,6
53156,41,154,5,53,1,7,151,6
53488,41,155,5,53,1,7,151,6
59808,41,202,5,53,1,7,151,6
59925,41,203,5,53,1,7,151,6
60044,41,204,5,53,1,7,151,6
60168,41,205,5,53,1,7,151,6
60295,41,206,5,53,1,7,151,6
60421,41,207,5,53,1,7,151,6
60558,41,208,5,53,1,7,151,6
60706,41,209,5,53,1,7,151,6
60859,41,210,5,53,1,7,151,6
61017,41,211,5,53,1,7,151,6
61176,41,212,5,53,1,7,151,6
61337,41,213,5,53,1,7,151,6
61501,41,214,5,53,1,7,151,6
61666,41,215,5,53,1,7,151,6
61830,41,216,5,53,1,7,151,6
61994,41,217,5,53,1,7,151,6
62164,41,218,5,53,1,7,151,6
76072,41,268,5,53,1,7,128,6
76546,41,269,5,53,1,7,151,6
77030,41,270,5,53,1,7,151,6
77528,41,271,5,53,1,7,151,6
78036,41,272,5,53,1,7,151,6
78558,41,273,5,53,1,7,151,6
79093,41,274,5,54,1,7,151,6
79624,41,275,5,54,1,7,62,6
80165,41,276,5,54,1,7,62,6
80727,41,277,5,54,1,7,44,6
81298,41,278,5,54,1,7,71,6
81864,41,279,5,54,1,7,145,6
82427,41,280,5,54,1,7,66,6
82998,41,281,5,54,1,7,66,6
83576,41,282,5,54,1,7,66,6
84152,41,283,5,54,1,7,66,6
84731,41,284,5,54,1,7,66,6
85310,41,285,5,54,1,7,66,6
85877,41,286,5,54,1,7,66,6
86428,41,287,5,54,1,7,66,6
86972,41,288,5,54,1,7,66,6
87505,41,289,5,54,1,7,66,6
88021,41,290,5,54,1,7,66,6
88527,41,291,5,54,1,7,66,6
89025,41,292,5,54,1,7,66,6
89497,41,293,5,54,1,7,66,6
89949,41,294,5,54,1,7,66,6
121882,41,428,5,54,1,7,135,6
